latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
31.37954,72.6907,328.76,0.36,0.57,2026-01-07,0854,N20,VIIRS,n,2.0NRT,287.45,1.85,D
33.83072,72.67991,325.2,0.38,0.58,2026-01-07,0856,N20,VIIRS,n,2.0NRT,289.11,2.33,D
33.88973,71.94206,329.72,0.34,0.56,2026-01-07,0856,N20,VIIRS,n,2.0NRT,291.15,2.86,D
34.25481,72.96611,327.18,0.39,0.6,2026-01-07,0856,N20,VIIRS,n,2.0NRT,291.16,3.95,D
34.35787,72.13062,332.23,0.35,0.57,2026-01-07,0856,N20,VIIRS,n,2.0NRT,293.38,3.19,D
33.62411,71.56577,341.4,0.32,0.55,2026-01-07,0856,N20,VIIRS,n,2.0NRT,291.68,5.78,D
33.82297,70.91678,309.55,0.43,0.38,2026-01-07,2116,N20,VIIRS,n,2.0NRT,271.5,1.06,N
34.36015,72.12031,303.67,0.47,0.4,2026-01-07,2116,N20,VIIRS,n,2.0NRT,278.17,1.02,N
34.35653,72.11965,305.6,0.47,0.4,2026-01-07,2116,N20,VIIRS,n,2.0NRT,280.17,2.32,N
33.84735,70.74268,296.39,0.43,0.38,2026-01-07,2116,N20,VIIRS,n,2.0NRT,271.56,0.65,N
33.71706,71.13846,322.93,0.44,0.38,2026-01-07,2116,N20,VIIRS,n,2.0NRT,279.17,1.66,N
33.71798,71.13351,307.84,0.44,0.38,2026-01-07,2116,N20,VIIRS,n,2.0NRT,278.01,1.66,N
33.71673,71.13551,329.05,0.44,0.38,2026-01-07,2116,N20,VIIRS,n,2.0NRT,279.21,3.56,N
33.65775,71.06133,298.67,0.44,0.38,2026-01-07,2116,N20,VIIRS,n,2.0NRT,275.59,0.55,N
33.65433,71.06021,304.03,0.44,0.38,2026-01-07,2116,N20,VIIRS,n,2.0NRT,275.85,0.77,N
33.65345,71.06499,298.24,0.44,0.38,2026-01-07,2116,N20,VIIRS,n,2.0NRT,278.2,0.77,N
33.65083,71.05956,299.57,0.44,0.38,2026-01-07,2116,N20,VIIRS,n,2.0NRT,276.67,0.77,N
33.54752,71.55231,300.34,0.46,0.39,2026-01-07,2116,N20,VIIRS,n,2.0NRT,278.87,0.66,N
33.40917,71.93772,295.62,0.48,0.4,2026-01-07,2116,N20,VIIRS,n,2.0NRT,274.18,0.43,N
33.37101,70.84997,297.42,0.43,0.38,2026-01-07,2118,N20,VIIRS,n,2.0NRT,274.36,0.46,N
33.29481,71.18323,330.34,0.45,0.39,2026-01-07,2118,N20,VIIRS,n,2.0NRT,276.69,3.71,N
32.29528,70.73203,300.85,0.44,0.38,2026-01-07,2118,N20,VIIRS,n,2.0NRT,281.26,1.38,N
32.29013,70.74023,309.85,0.44,0.38,2026-01-07,2118,N20,VIIRS,n,2.0NRT,283.07,1.47,N
28.42459,69.69958,300.94,0.45,0.39,2026-01-07,2118,N20,VIIRS,n,2.0NRT,278.71,1.04,N
33.59615,70.60284,295.5,0.42,0.38,2026-01-07,2118,N20,VIIRS,n,2.0NRT,275.08,0.39,N
33.59933,70.58528,295.29,0.42,0.38,2026-01-07,2118,N20,VIIRS,n,2.0NRT,274.72,0.54,N
33.59959,70.58782,299.83,0.42,0.38,2026-01-07,2118,N20,VIIRS,n,2.0NRT,276.04,0.7,N
25.15561,67.70386,297.21,0.41,0.37,2026-01-07,2120,N20,VIIRS,n,2.0NRT,282.26,1.15,N
25.05386,67.49333,302.56,0.41,0.37,2026-01-07,2120,N20,VIIRS,n,2.0NRT,285.41,1.04,N
25.05319,67.49733,301.47,0.41,0.37,2026-01-07,2120,N20,VIIRS,n,2.0NRT,283.65,0.91,N
25.05049,67.49264,307.08,0.41,0.37,2026-01-07,2120,N20,VIIRS,n,2.0NRT,284.76,1.04,N
25.15868,66.78461,309.44,0.39,0.36,2026-01-07,2120,N20,VIIRS,n,2.0NRT,288.59,1.28,N
25.13818,66.90833,300.28,0.4,0.37,2026-01-07,2120,N20,VIIRS,n,2.0NRT,286.96,0.67,N
25.13753,66.91222,299.72,0.4,0.37,2026-01-07,2120,N20,VIIRS,n,2.0NRT,286.58,0.56,N
25.01255,66.92456,300.53,0.4,0.37,2026-01-07,2120,N20,VIIRS,n,2.0NRT,283.19,0.45,N
24.99061,66.93218,312.99,0.4,0.37,2026-01-07,2120,N20,VIIRS,n,2.0NRT,283.2,0.92,N
24.98802,66.94772,299.67,0.4,0.37,2026-01-07,2120,N20,VIIRS,n,2.0NRT,284.16,0.62,N
24.94563,67.0358,296.36,0.4,0.37,2026-01-07,2120,N20,VIIRS,n,2.0NRT,285.56,0.27,N
24.83369,67.42208,295.11,0.41,0.37,2026-01-07,2120,N20,VIIRS,n,2.0NRT,284.12,0.26,N
24.64907,67.84157,296.12,0.42,0.38,2026-01-07,2120,N20,VIIRS,n,2.0NRT,284.14,0.32,N
25.38987,68.58354,308.69,0.44,0.38,2026-01-07,2120,N20,VIIRS,n,2.0NRT,280.56,1.14,N
25.33171,68.54423,307.93,0.44,0.38,2026-01-07,2120,N20,VIIRS,n,2.0NRT,281.09,0.87,N
25.20802,67.07696,334.44,0.4,0.37,2026-01-08,0834,N20,VIIRS,n,2.0NRT,297.98,2.66,D
25.20165,66.73945,343.76,0.41,0.37,2026-01-08,0834,N20,VIIRS,n,2.0NRT,307.27,16.33,D
25.20504,66.73878,346.93,0.41,0.37,2026-01-08,0834,N20,VIIRS,n,2.0NRT,313.34,16.33,D
25.20843,66.73809,350.47,0.41,0.37,2026-01-08,0834,N20,VIIRS,n,2.0NRT,311.73,24.23,D
25.59092,68.87783,329.51,0.38,0.36,2026-01-08,0834,N20,VIIRS,n,2.0NRT,294.08,2.49,D
25.63885,68.99379,329.91,0.38,0.36,2026-01-08,0834,N20,VIIRS,n,2.0NRT,294.96,8.44,D
25.60693,68.73851,335.3,0.38,0.36,2026-01-08,0834,N20,VIIRS,n,2.0NRT,298.1,4.11,D
25.68684,69.01657,330.97,0.38,0.36,2026-01-08,0834,N20,VIIRS,n,2.0NRT,298.82,2.31,D
25.9162,67.07733,332.21,0.4,0.37,2026-01-08,0834,N20,VIIRS,n,2.0NRT,299.73,3.47,D
26.17698,68.22108,331.43,0.38,0.36,2026-01-08,0834,N20,VIIRS,n,2.0NRT,295.31,4.21,D
26.17081,68.1594,337.94,0.39,0.36,2026-01-08,0834,N20,VIIRS,n,2.0NRT,297.24,3.85,D
26.19686,68.284,332.47,0.38,0.36,2026-01-08,0834,N20,VIIRS,n,2.0NRT,295.72,2.98,D
26.27901,68.41785,331.2,0.38,0.36,2026-01-08,0834,N20,VIIRS,n,2.0NRT,295.05,1.56,D
26.25973,68.05225,336.21,0.39,0.36,2026-01-08,0834,N20,VIIRS,n,2.0NRT,293.48,3.82,D
26.41274,68.25047,335.31,0.38,0.36,2026-01-08,0834,N20,VIIRS,n,2.0NRT,295.2,3.14,D
26.53515,68.24719,332.96,0.38,0.36,2026-01-08,0834,N20,VIIRS,n,2.0NRT,299.07,3.15,D
26.53457,68.24337,330.07,0.38,0.36,2026-01-08,0834,N20,VIIRS,n,2.0NRT,297.75,3.15,D
26.60721,68.20984,329.92,0.38,0.36,2026-01-08,0834,N20,VIIRS,n,2.0NRT,294.4,1.46,D
26.5797,67.92328,330.83,0.39,0.36,2026-01-08,0834,N20,VIIRS,n,2.0NRT,292.77,4.15,D
27.45839,68.50656,330.13,0.38,0.36,2026-01-08,0834,N20,VIIRS,n,2.0NRT,289.75,2.47,D
27.75843,69.06569,334.74,0.39,0.36,2026-01-08,0834,N20,VIIRS,n,2.0NRT,294.42,6.47,D
27.87887,69.21778,329.38,0.39,0.36,2026-01-08,0834,N20,VIIRS,n,2.0NRT,291.9,4.45,D
27.86069,69.09174,329.85,0.39,0.36,2026-01-08,0834,N20,VIIRS,n,2.0NRT,293,3.62,D
27.90133,69.30299,326.25,0.39,0.36,2026-01-08,0834,N20,VIIRS,n,2.0NRT,290.48,6.6,D
27.99748,69.24098,328.96,0.39,0.36,2026-01-08,0834,N20,VIIRS,n,2.0NRT,291.78,1.84,D
28.12959,69.81016,330.83,0.4,0.37,2026-01-08,0834,N20,VIIRS,n,2.0NRT,289.49,2.92,D
28.11502,69.46478,341.42,0.4,0.37,2026-01-08,0834,N20,VIIRS,n,2.0NRT,292.82,9.27,D
28.39731,69.76834,335.27,0.4,0.37,2026-01-08,0834,N20,VIIRS,n,2.0NRT,289.87,2.49,D
28.70926,71.08349,333.14,0.45,0.39,2026-01-08,0834,N20,VIIRS,n,2.0NRT,294.91,14.98,D
28.65043,70.49949,340.09,0.43,0.38,2026-01-08,0834,N20,VIIRS,n,2.0NRT,290.31,6.15,D
28.76596,71.10209,344.29,0.45,0.39,2026-01-08,0834,N20,VIIRS,n,2.0NRT,293.95,8.79,D
28.64467,70.14654,328.9,0.41,0.37,2026-01-08,0834,N20,VIIRS,n,2.0NRT,291.37,2.18,D
28.77393,70.77587,330.05,0.44,0.38,2026-01-08,0834,N20,VIIRS,n,2.0NRT,289.19,3.08,D
28.92511,70.28324,332.08,0.42,0.38,2026-01-08,0834,N20,VIIRS,n,2.0NRT,291.77,4.09,D
29.00477,70.48206,332.44,0.43,0.38,2026-01-08,0834,N20,VIIRS,n,2.0NRT,286.86,3.26,D
29.03095,70.3718,329.71,0.42,0.38,2026-01-08,0834,N20,VIIRS,n,2.0NRT,291.57,2.65,D
29.10722,70.49242,332.85,0.43,0.38,2026-01-08,0834,N20,VIIRS,n,2.0NRT,288.73,3.17,D
29.29818,71.41034,326.01,0.47,0.39,2026-01-08,0834,N20,VIIRS,n,2.0NRT,291.94,3.22,D
29.26935,70.53937,328.09,0.43,0.38,2026-01-08,0834,N20,VIIRS,n,2.0NRT,288.21,4.48,D
29.57894,70.81525,341.37,0.44,0.39,2026-01-08,0834,N20,VIIRS,n,2.0NRT,298.38,23.81,D
29.66503,70.81202,345.36,0.44,0.39,2026-01-08,0834,N20,VIIRS,n,2.0NRT,291.27,9.4,D
29.66857,70.81142,344.61,0.44,0.39,2026-01-08,0834,N20,VIIRS,n,2.0NRT,291.25,9.4,D
29.83921,70.85208,333.33,0.45,0.39,2026-01-08,0834,N20,VIIRS,n,2.0NRT,290.7,3.03,D
30.38012,70.77414,328.91,0.45,0.39,2026-01-08,0834,N20,VIIRS,n,2.0NRT,291,3.41,D
30.41809,70.93119,329.02,0.46,0.39,2026-01-08,0834,N20,VIIRS,n,2.0NRT,289.34,4.6,D
24.5707,69.25424,332.06,0.38,0.36,2026-01-08,0834,N20,VIIRS,n,2.0NRT,298.31,4.98,D
24.98934,69.55557,333.79,0.39,0.36,2026-01-08,0834,N20,VIIRS,n,2.0NRT,296.7,2.69,D
24.83424,68.11904,337.44,0.39,0.36,2026-01-08,0834,N20,VIIRS,n,2.0NRT,297.54,3.92,D
25.03154,69.10877,332.04,0.38,0.36,2026-01-08,0834,N20,VIIRS,n,2.0NRT,300.46,9.04,D
24.92989,68.1208,336.04,0.39,0.36,2026-01-08,0834,N20,VIIRS,n,2.0NRT,299.55,1.23,D
25.08133,69.08031,333.22,0.38,0.36,2026-01-08,0834,N20,VIIRS,n,2.0NRT,299.52,4.04,D
24.93949,68.13857,339.43,0.39,0.36,2026-01-08,0834,N20,VIIRS,n,2.0NRT,301.09,5.52,D
25.12213,69.21662,329.9,0.38,0.36,2026-01-08,0834,N20,VIIRS,n,2.0NRT,295.11,1.9,D
24.83428,67.35284,342.53,0.4,0.37,2026-01-08,0834,N20,VIIRS,n,2.0NRT,301.47,8.86,D
24.97065,68.16397,334.96,0.39,0.36,2026-01-08,0834,N20,VIIRS,n,2.0NRT,300.33,6.03,D
25.02019,68.24058,329.55,0.39,0.36,2026-01-08,0834,N20,VIIRS,n,2.0NRT,297,3.23,D
25.23319,69.4147,335.68,0.39,0.36,2026-01-08,0834,N20,VIIRS,n,2.0NRT,298.21,4.79,D
25.05874,67.49904,333.08,0.4,0.37,2026-01-08,0834,N20,VIIRS,n,2.0NRT,296.44,2.76,D
25.35718,68.72682,331.61,0.38,0.36,2026-01-08,0834,N20,VIIRS,n,2.0NRT,296.66,2.93,D
25.4017,68.9753,343.86,0.38,0.36,2026-01-08,0834,N20,VIIRS,n,2.0NRT,297.05,3.66,D
25.3868,68.58475,330.74,0.38,0.36,2026-01-08,0834,N20,VIIRS,n,2.0NRT,296.1,1.52,D
25.11974,66.92188,343.17,0.41,0.37,2026-01-08,0834,N20,VIIRS,n,2.0NRT,301.44,2.77,D
25.11907,66.91788,346.89,0.41,0.37,2026-01-08,0834,N20,VIIRS,n,2.0NRT,301.75,2.77,D
25.12311,66.92122,341.91,0.41,0.37,2026-01-08,0834,N20,VIIRS,n,2.0NRT,302.15,4.02,D
25.12244,66.91721,349.93,0.41,0.37,2026-01-08,0834,N20,VIIRS,n,2.0NRT,300.95,4.02,D
25.12582,66.91655,334.11,0.41,0.37,2026-01-08,0834,N20,VIIRS,n,2.0NRT,300.25,4.02,D
25.35625,68.27857,331.62,0.39,0.36,2026-01-08,0834,N20,VIIRS,n,2.0NRT,298.12,4.2,D
32.80964,70.83512,340.41,0.48,0.4,2026-01-08,0837,N20,VIIRS,n,2.0NRT,297.08,5.91,D
30.44081,70.99545,327.61,0.46,0.39,2026-01-08,0837,N20,VIIRS,n,2.0NRT,288.99,2.44,D
30.89288,70.89359,329.53,0.46,0.39,2026-01-08,0837,N20,VIIRS,n,2.0NRT,286.49,2.52,D
30.92054,70.89622,327.85,0.46,0.39,2026-01-08,0837,N20,VIIRS,n,2.0NRT,286.55,2.32,D
32.88788,73.0383,338.01,0.41,0.45,2026-01-08,0837,N20,VIIRS,n,2.0NRT,287.99,3.87,D
32.92633,72.14928,325.38,0.55,0.43,2026-01-08,0837,N20,VIIRS,n,2.0NRT,293.79,1.99,D
32.80598,70.83573,326.79,0.48,0.4,2026-01-08,0837,N20,VIIRS,n,2.0NRT,296.33,5.91,D
33.01351,72.46919,336.13,0.38,0.43,2026-01-08,0837,N20,VIIRS,n,2.0NRT,292.7,2.59,D
33.04599,72.37481,325.99,0.57,0.43,2026-01-08,0837,N20,VIIRS,n,2.0NRT,292.47,1.96,D
33.04997,72.3742,326.77,0.57,0.43,2026-01-08,0837,N20,VIIRS,n,2.0NRT,293.34,2.34,D
33.2187,72.76553,328.86,0.4,0.44,2026-01-08,0837,N20,VIIRS,n,2.0NRT,292.16,1.66,D
33.29191,72.47943,340.61,0.39,0.44,2026-01-08,0837,N20,VIIRS,n,2.0NRT,294.16,4.08,D
33.25634,71.82489,330.71,0.54,0.42,2026-01-08,0837,N20,VIIRS,n,2.0NRT,295.66,3.15,D
33.44654,72.46556,327.17,0.39,0.44,2026-01-08,0837,N20,VIIRS,n,2.0NRT,291.77,5.43,D
33.45055,72.46496,349.46,0.39,0.44,2026-01-08,0837,N20,VIIRS,n,2.0NRT,294.33,5.43,D
33.47161,72.45864,338.86,0.39,0.44,2026-01-08,0837,N20,VIIRS,n,2.0NRT,293.5,4.4,D
33.37416,70.85916,330.2,0.49,0.4,2026-01-08,0837,N20,VIIRS,n,2.0NRT,295.09,4.36,D
33.3816,70.85846,336.96,0.49,0.4,2026-01-08,0837,N20,VIIRS,n,2.0NRT,287.31,9.11,D
33.38092,70.8529,350.83,0.49,0.4,2026-01-08,0837,N20,VIIRS,n,2.0NRT,288.82,9.11,D
33.38022,70.84716,347.59,0.49,0.4,2026-01-08,0837,N20,VIIRS,n,2.0NRT,288.05,16,D
33.37957,70.84178,341,0.49,0.4,2026-01-08,0837,N20,VIIRS,n,2.0NRT,292.58,16,D
33.38001,70.85585,367,0.49,0.4,2026-01-08,0837,N20,VIIRS,h,2.0NRT,292.4,13.08,D
33.37936,70.85016,344.92,0.49,0.4,2026-01-08,0837,N20,VIIRS,n,2.0NRT,288.88,16.08,D
33.37871,70.84457,353.46,0.49,0.4,2026-01-08,0837,N20,VIIRS,n,2.0NRT,295.26,16.08,D
33.51315,70.29272,331.24,0.46,0.39,2026-01-08,0837,N20,VIIRS,n,2.0NRT,293.64,4.37,D
33.79882,72.63309,342.14,0.4,0.44,2026-01-08,0837,N20,VIIRS,n,2.0NRT,294.54,7.01,D
33.79843,72.63282,341.1,0.4,0.44,2026-01-08,0837,N20,VIIRS,n,2.0NRT,294.55,6.06,D
33.78749,72.44381,333.42,0.39,0.44,2026-01-08,0837,N20,VIIRS,n,2.0NRT,295.77,2.26,D
33.55159,70.20557,326.5,0.46,0.39,2026-01-08,0837,N20,VIIRS,n,2.0NRT,292.71,3.49,D
33.55517,70.2049,331.66,0.46,0.39,2026-01-08,0837,N20,VIIRS,n,2.0NRT,291.19,3.07,D
33.6748,71.15141,338.01,0.51,0.41,2026-01-08,0837,N20,VIIRS,n,2.0NRT,295.17,7.57,D
33.67418,71.14592,343.63,0.51,0.41,2026-01-08,0837,N20,VIIRS,n,2.0NRT,292.89,7.56,D
33.6798,71.16161,325.44,0.51,0.41,2026-01-08,0837,N20,VIIRS,n,2.0NRT,293.37,2.2,D
33.62668,70.36869,338.21,0.47,0.39,2026-01-08,0837,N20,VIIRS,n,2.0NRT,289.22,9.27,D
33.86062,72.03789,329.01,0.56,0.43,2026-01-08,0837,N20,VIIRS,n,2.0NRT,293.56,1.65,D
33.86318,72.02424,326.02,0.56,0.43,2026-01-08,0837,N20,VIIRS,n,2.0NRT,293.21,3.83,D
33.86708,72.0233,333.3,0.56,0.43,2026-01-08,0837,N20,VIIRS,n,2.0NRT,295.42,3.83,D
33.93686,72.29978,354.77,0.39,0.44,2026-01-08,0837,N20,VIIRS,n,2.0NRT,294.78,12.11,D
33.81103,70.84447,325.23,0.49,0.4,2026-01-08,0837,N20,VIIRS,n,2.0NRT,287.28,4.55,D
33.74606,70.21124,329.36,0.46,0.39,2026-01-08,0837,N20,VIIRS,n,2.0NRT,290.47,3.53,D
33.74966,70.21063,340.7,0.46,0.39,2026-01-08,0837,N20,VIIRS,n,2.0NRT,291.67,12.14,D
34.23172,73.53021,327.42,0.45,0.47,2026-01-08,0837,N20,VIIRS,n,2.0NRT,294.83,2.97,D
34.46423,72.33289,335.42,0.39,0.44,2026-01-08,0837,N20,VIIRS,n,2.0NRT,291.46,5.19,D
34.48236,71.64313,333.67,0.54,0.42,2026-01-08,0837,N20,VIIRS,n,2.0NRT,294.87,3.33,D
33.59679,70.63136,309.37,0.41,0.37,2026-01-08,2057,N20,VIIRS,n,2.0NRT,273.35,1.88,N
33.38948,71.66492,319.71,0.39,0.36,2026-01-08,2057,N20,VIIRS,n,2.0NRT,279.5,1.4,N
33.5437,70.18135,305.93,0.42,0.38,2026-01-08,2057,N20,VIIRS,n,2.0NRT,273.77,1.15,N
33.53742,70.17583,310.93,0.42,0.38,2026-01-08,2057,N20,VIIRS,n,2.0NRT,274.81,1.59,N
33.39021,70.82613,326.56,0.4,0.37,2026-01-08,2057,N20,VIIRS,n,2.0NRT,275.55,4.59,N
33.38684,70.82555,314.32,0.4,0.37,2026-01-08,2057,N20,VIIRS,n,2.0NRT,273.16,1.41,N
33.3795,70.82857,296.02,0.4,0.37,2026-01-08,2057,N20,VIIRS,n,2.0NRT,276.07,1.09,N
33.37887,70.83295,317.51,0.4,0.37,2026-01-08,2057,N20,VIIRS,n,2.0NRT,275.99,1.09,N
32.72361,72.92252,301.82,0.39,0.36,2026-01-08,2057,N20,VIIRS,n,2.0NRT,277.33,0.99,N
32.71701,72.77367,302.72,0.38,0.36,2026-01-08,2057,N20,VIIRS,n,2.0NRT,275.82,0.9,N
32.76406,70.18227,310.65,0.41,0.37,2026-01-08,2057,N20,VIIRS,n,2.0NRT,279.42,1.46,N
34.63156,72.10954,295.44,0.39,0.36,2026-01-08,2057,N20,VIIRS,n,2.0NRT,273.81,0.8,N
34.46745,72.33843,303.65,0.39,0.36,2026-01-08,2057,N20,VIIRS,n,2.0NRT,279.47,0.94,N
34.46479,72.3336,305.28,0.39,0.36,2026-01-08,2057,N20,VIIRS,n,2.0NRT,278.39,0.94,N
34.46151,72.33287,307.87,0.39,0.36,2026-01-08,2057,N20,VIIRS,n,2.0NRT,280,0.79,N
34.46089,72.33689,297.96,0.39,0.36,2026-01-08,2057,N20,VIIRS,n,2.0NRT,278.61,0.79,N
34.45884,72.32806,299.95,0.39,0.36,2026-01-08,2057,N20,VIIRS,n,2.0NRT,278.26,1.09,N
34.21678,73.68254,303.91,0.39,0.36,2026-01-08,2057,N20,VIIRS,n,2.0NRT,275.09,1.22,N
34.47723,71.63988,302.49,0.39,0.36,2026-01-08,2057,N20,VIIRS,n,2.0NRT,273.43,0.64,N
33.96484,73.15586,301.75,0.38,0.36,2026-01-08,2057,N20,VIIRS,n,2.0NRT,274.63,0.73,N
33.9159,71.4579,297.61,0.39,0.36,2026-01-08,2057,N20,VIIRS,n,2.0NRT,275.44,0.52,N
33.68817,72.70983,306.23,0.38,0.36,2026-01-08,2057,N20,VIIRS,n,2.0NRT,278.84,0.81,N
33.69004,71.76791,312.81,0.39,0.36,2026-01-08,2057,N20,VIIRS,n,2.0NRT,277.21,1.43,N
33.68736,71.76304,321.07,0.39,0.36,2026-01-08,2057,N20,VIIRS,n,2.0NRT,276.38,1.43,N
33.68217,71.77493,302.87,0.39,0.36,2026-01-08,2057,N20,VIIRS,n,2.0NRT,275.99,0.86,N
33.68012,71.76588,310.73,0.39,0.36,2026-01-08,2057,N20,VIIRS,n,2.0NRT,277.4,0.95,N
33.6787,71.75267,299.54,0.39,0.36,2026-01-08,2057,N20,VIIRS,n,2.0NRT,278.65,1.56,N
33.67539,71.75201,325.94,0.39,0.36,2026-01-08,2057,N20,VIIRS,n,2.0NRT,277.42,1.56,N
33.67477,71.75616,298.61,0.39,0.36,2026-01-08,2057,N20,VIIRS,n,2.0NRT,276.44,1.56,N
33.67208,71.75133,296.73,0.39,0.36,2026-01-08,2057,N20,VIIRS,n,2.0NRT,277.44,0.73,N
33.71658,71.31162,325.59,0.39,0.37,2026-01-08,2057,N20,VIIRS,n,2.0NRT,277.8,2.95,N
33.66484,71.06208,296.56,0.4,0.37,2026-01-08,2057,N20,VIIRS,n,2.0NRT,275.65,0.53,N
33.71625,70.42722,314.72,0.41,0.37,2026-01-08,2057,N20,VIIRS,n,2.0NRT,272.23,1.27,N
33.71565,70.43155,302.07,0.41,0.37,2026-01-08,2057,N20,VIIRS,n,2.0NRT,272.39,1.27,N
33.71286,70.42645,331.4,0.41,0.37,2026-01-08,2057,N20,VIIRS,n,2.0NRT,273.61,2.15,N
33.71225,70.43085,302.76,0.41,0.37,2026-01-08,2057,N20,VIIRS,n,2.0NRT,270.92,2.15,N
33.71168,70.435,305.68,0.41,0.37,2026-01-08,2057,N20,VIIRS,n,2.0NRT,270.53,0.92,N
33.70888,70.42998,303.11,0.41,0.37,2026-01-08,2057,N20,VIIRS,n,2.0NRT,272.16,2.15,N
33.70829,70.43419,299.12,0.41,0.37,2026-01-08,2057,N20,VIIRS,n,2.0NRT,271.74,0.92,N
33.61709,71.083,300.27,0.4,0.37,2026-01-08,2057,N20,VIIRS,n,2.0NRT,273.42,0.86,N
33.5458,71.54862,306.75,0.39,0.36,2026-01-08,2057,N20,VIIRS,n,2.0NRT,279.77,0.95,N
33.60601,70.61507,332.7,0.41,0.37,2026-01-08,2057,N20,VIIRS,n,2.0NRT,274.33,3.27,N
33.602,70.61897,298.61,0.41,0.37,2026-01-08,2057,N20,VIIRS,n,2.0NRT,270.55,3.27,N
33.5962,70.63554,329.71,0.41,0.37,2026-01-08,2057,N20,VIIRS,n,2.0NRT,275.87,1.88,N
33.59468,70.62156,312.84,0.41,0.37,2026-01-08,2057,N20,VIIRS,n,2.0NRT,276.07,1.13,N
33.59405,70.62609,303.01,0.41,0.37,2026-01-08,2057,N20,VIIRS,n,2.0NRT,274.36,1.13,N
33.59285,70.63459,307.92,0.41,0.37,2026-01-08,2057,N20,VIIRS,n,2.0NRT,274.41,1.88,N
25.39041,68.5819,301.52,0.41,0.37,2026-01-08,2059,N20,VIIRS,n,2.0NRT,280.37,0.22,N
25.38936,68.58363,311.55,0.41,0.37,2026-01-08,2059,N20,VIIRS,n,2.0NRT,281.02,1,N
26.09557,68.87724,298.45,0.4,0.37,2026-01-08,2059,N20,VIIRS,n,2.0NRT,280.47,0.35,N
25.15866,67.70323,303.58,0.43,0.38,2026-01-08,2059,N20,VIIRS,n,2.0NRT,283.48,0.79,N
25.1377,66.90939,302.87,0.46,0.39,2026-01-08,2059,N20,VIIRS,n,2.0NRT,286.94,0.8,N
25.05448,67.49461,300.06,0.44,0.38,2026-01-08,2059,N20,VIIRS,n,2.0NRT,284.33,1.13,N
25.05097,67.49403,301.41,0.44,0.38,2026-01-08,2059,N20,VIIRS,n,2.0NRT,284.22,1.13,N
24.99368,66.93008,296.6,0.46,0.39,2026-01-08,2059,N20,VIIRS,n,2.0NRT,280.75,0.62,N
28.42717,69.69904,300.73,0.4,0.37,2026-01-08,2059,N20,VIIRS,n,2.0NRT,279.09,0.72,N
25.45095,68.40198,295.67,0.41,0.37,2026-01-08,2059,N20,VIIRS,n,2.0NRT,282.39,0.45,N
25.19711,68.92478,330.27,0.53,0.42,2026-01-09,0813,N20,VIIRS,n,2.0NRT,296.34,5.7,D
24.73088,68.87656,332.78,0.54,0.42,2026-01-09,0813,N20,VIIRS,n,2.0NRT,295.95,4.33,D
24.69379,68.22846,331.13,0.39,0.44,2026-01-09,0813,N20,VIIRS,n,2.0NRT,294.63,1.47,D
24.90862,67.96718,340.37,0.4,0.44,2026-01-09,0813,N20,VIIRS,n,2.0NRT,301.07,2.98,D
25.17494,68.58257,336.37,0.55,0.43,2026-01-09,0815,N20,VIIRS,n,2.0NRT,299.39,5.08,D
25.32696,68.99448,332.08,0.52,0.42,2026-01-09,0815,N20,VIIRS,n,2.0NRT,297.1,2.6,D
25.05685,66.86619,339.2,0.46,0.47,2026-01-09,0815,N20,VIIRS,n,2.0NRT,301.44,3.29,D
25.58925,68.93319,330.43,0.52,0.42,2026-01-09,0815,N20,VIIRS,n,2.0NRT,297.05,13.65,D
25.58019,68.69334,330.01,0.54,0.42,2026-01-09,0815,N20,VIIRS,n,2.0NRT,296,2.04,D
25.5675,68.45256,331.14,0.55,0.43,2026-01-09,0815,N20,VIIRS,n,2.0NRT,296.43,5.99,D
25.56785,68.45022,330.16,0.55,0.43,2026-01-09,0815,N20,VIIRS,n,2.0NRT,296.88,3.49,D
25.68439,68.91977,330.12,0.52,0.41,2026-01-09,0815,N20,VIIRS,n,2.0NRT,295.75,2.39,D
25.85393,69.36848,331.41,0.49,0.4,2026-01-09,0815,N20,VIIRS,n,2.0NRT,300.8,7.71,D
25.75198,68.75826,330.22,0.53,0.42,2026-01-09,0815,N20,VIIRS,n,2.0NRT,299.43,2.29,D
25.82759,68.74107,330.71,0.53,0.42,2026-01-09,0815,N20,VIIRS,n,2.0NRT,297.16,6.85,D
26.21028,68.74027,330.96,0.52,0.42,2026-01-09,0815,N20,VIIRS,n,2.0NRT,296.34,4.57,D
26.32293,68.39667,340.47,0.54,0.42,2026-01-09,0815,N20,VIIRS,n,2.0NRT,297.3,10.7,D
26.32161,68.39971,330.99,0.54,0.42,2026-01-09,0815,N20,VIIRS,n,2.0NRT,298.35,14.3,D
26.58431,68.14388,329.1,0.55,0.43,2026-01-09,0815,N20,VIIRS,n,2.0NRT,295.32,3.31,D
26.7705,68.11872,330.24,0.55,0.43,2026-01-09,0815,N20,VIIRS,n,2.0NRT,294.01,5.85,D
26.98548,67.73737,327.16,0.57,0.43,2026-01-09,0815,N20,VIIRS,n,2.0NRT,292.14,3.1,D
27.13166,68.37549,331.49,0.53,0.42,2026-01-09,0815,N20,VIIRS,n,2.0NRT,292.94,4.04,D
